numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0269/2023,Determine Dirigenziali,Comune di SQUILLACE,Giudizio di ottemperanza al TAR Calabria. Liquidazione competenze legali.-,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20100301&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0269/2023/- Det_n°92_del_17.02.2023.pdf,2023-03-20,2023-04-04
0268/2023,Delibere di giunta,Comune di SQUILLACE,Approvazione schema di convenzione per la gestione delle funzioni di competenza nell' ambito della piattaforma politiche per l' inclusione - GePI - .,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20100332&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0268/2023/- Del_n°23_del_15.03.2023.pdf,2023-03-20,2023-04-04
0267/2023,Delibere di giunta,Comune di SQUILLACE,Ricorso con istanza di reclamo - mediazione,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20100313&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0267/2023/- Del_n°17_del_01.03.2023.pdf,2023-03-20,2023-04-04
0266/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Lavori di esumazione salme presso il cimitero comunale. Ditta Stilo Edil.-,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20080331&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0266/2023/- Det_n°144_del_13.03.2023.pdf,2023-03-20,2023-04-04
0265/2023,Determine Dirigenziali,Comune di SQUILLACE,Ditta Grafiche Falcone - Liquidazione ......,17/03/2023,27/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=17100300&sez=&data1=17/03/2023&data2=27/03/2023,allegati/fonte1/0265/2023/- Det. n. 152_23.pdf,2023-03-17,2023-03-27
0264/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fatture ...... Servizio Riscossione Coattiva fornito da Assists S.p.A -.,17/03/2023,27/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=17100324&sez=&data1=17/03/2023&data2=27/03/2023,allegati/fonte1/0264/2023/- Det. n. 151_23.pdf,2023-03-17,2023-03-27
0263/2023,Determine Dirigenziali,Comune di SQUILLACE,Saldo Censimento permanente indagini sperimentali - attività propedeutiche al 2021 e indagini sperimentali.-,16/03/2023,31/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16090335&sez=&data1=16/03/2023&data2=31/03/2023,allegati/fonte1/0263/2023/- Det_n°_576_del_29.11.2022.pdf,2023-03-16,2023-03-31
0262/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,Manifestazione di interesse per la ricerca di uno o più soggetti facilitatori territoriali che supportino il Comune di Squillace nella creazione di Comunità̀ Energetiche Rinnovabili (C.E.R.) per autoconsumo collettivo di cui all’art. 42 bis della Legge n° 8/2020. Convocazione Commissione di gara.-,16/03/2023,31/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16070322&sez=&data1=16/03/2023&data2=31/03/2023,allegati/fonte1/0262/2023/- Avviso Convocazione prima seduta pubblica.pdf,2023-03-16,2023-03-31
0261/2023,avvisi vari,Comune di SQUILLACE,Manifestazione di interesse per la ricerca di uno o più soggetti facilitatori territoriali che supportino il Comune di Squillace nella creazione di Comunità̀ Energetiche Rinnovabili (C.E.R.) per autoconsumo collettivo di cui all’art. 42 bis della Legge n° 8/2020. Convocazione Commissione di gara.-,16/03/2023,31/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16070357&sez=&data1=16/03/2023&data2=31/03/2023,allegati/fonte1/0261/2023/- Avviso Convocazione prima seduta pubblica.pdf,2023-03-16,2023-03-31
0260/2023,avvisi vari,Comune di SQUILLACE,RELAZIONE TECNICA RELATIVA ALL'ACCERTAMENTO E ALLA VERIFICA DEL VINCOLO DI USI CIVICI DI CUI AL PROGETTO DEL PARCO EOLICO DI BORGIA-SQUILLACE FASCICOLO ID 131,15/03/2023,14/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=15120359&sez=&data1=15/03/2023&data2=14/04/2023,allegati/fonte1/0260/2023/- RELAZIONE USI CIVICI.pdf,2023-03-15,2023-04-14
0259/2023,avvisi vari,Comune di SQUILLACE,"Avviso di deposito - ex art. 143 cpc - Sig. La Mera Mario -.
In nome e per conto di: Agenzia dell'Entrate Direzione Provinciale Roma -.",15/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=15110331&sez=&data1=15/03/2023&data2=04/04/2023,allegati/fonte1/0259/2023/- Prot. n. 1557.pdf,2023-03-15,2023-04-04
0258/2023,Delibere di giunta,Comune di SQUILLACE,Primo Triathlon Sprint Città di Cassiodoro - Determinazioni.-,15/03/2023,30/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=15100314&sez=&data1=15/03/2023&data2=30/03/2023,allegati/fonte1/0258/2023/- Del_G.C._n°18_del_01.03.2023.pdf,2023-03-15,2023-03-30
0257/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione Fttura 25/FE Avv. Massimo Pultrone.-,14/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14130319&sez=&data1=14/03/2023&data2=29/03/2023,allegati/fonte1/0257/2023/- Det°_n°_149_del_14.03.2023.pdf,2023-03-14,2023-03-29
0256/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Interventi di manutenzione vari tratti rete idrica. Ditta Camporato snc.-,14/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14110358&sez=&data1=14/03/2023&data2=29/03/2023,allegati/fonte1/0256/2023/- Det_n°_147_13.03.2023.pdf,2023-03-14,2023-03-29
0255/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Interventi di manutenzione vari tratti rete idrica. Ditta Camporato snc.-,14/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14110340&sez=&data1=14/03/2023&data2=29/03/2023,allegati/fonte1/0255/2023/- Det_n°_146_del_13.03.2023.pdf,2023-03-14,2023-03-29
0254/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Interventi di manutenzione vari tratti rete idrica. Ditta Camporato snc.-,14/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14110309&sez=&data1=14/03/2023&data2=29/03/2023,allegati/fonte1/0254/2023/- Det_n°_145_del_13.03.2023.pdf,2023-03-14,2023-03-29
0253/2023,Determine Dirigenziali,Comune di SQUILLACE,Agenzia dell'Entrate - Avviso di liquidazione ..... Determinazioni -.,14/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14110348&sez=&data1=14/03/2023&data2=24/03/2023,allegati/fonte1/0253/2023/- Det. n. 661_22.pdf,2023-03-14,2023-03-24
0252/2023,Determine Dirigenziali,Comune di SQUILLACE,Regione Calabria Crediti Tariffa Rifiuti al 31/12/2019 - Determinazione.-,13/03/2023,28/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=13110325&sez=&data1=13/03/2023&data2=28/03/2023,allegati/fonte1/0252/2023/- Det_n°_143_del_13.03.2023.pdf,2023-03-13,2023-03-28
0251/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,Lavori di Programma Borgovivo – Cultura Tradizione ed Innovazione. Avvenuta efficacia dell’aggiudicazione.-,13/03/2023,28/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=13100352&sez=&data1=13/03/2023&data2=28/03/2023,"allegati/fonte1/0251/2023/- Det_n°_142_del_13.03.2023.pdf,allegati/fonte1/0251/2023/- Attestazione efficacia aggiudicazione.pdf",2023-03-13,2023-03-28
0250/2023,Determine Dirigenziali,Comune di SQUILLACE,Lavori di Programma Borgovivo – Cultura Tradizione ed Innovazione. Avvenuta efficacia dell’aggiudicazione.-,13/03/2023,28/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=13100300&sez=&data1=13/03/2023&data2=28/03/2023,"allegati/fonte1/0250/2023/- Det_n°_142_del_13.03.2023.pdf,allegati/fonte1/0250/2023/- Attestazione efficacia aggiudicazione.pdf",2023-03-13,2023-03-28
0249/2023,Determine Dirigenziali,Comune di SQUILLACE,Conferimento incarico di collaborazione professionale per la realizzazione del programma di: potenziamento dell'attività di supporto specialistico correlata all'attuazione e gestione delle misure PNRR presso il Comune di Squillace.,10/03/2023,25/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=10110348&sez=&data1=10/03/2023&data2=25/03/2023,"allegati/fonte1/0249/2023/- Det_n°_141_del_10.03.2023.pdf,allegati/fonte1/0249/2023/- Contratto di Lavoro Autonomo.pdf",2023-03-10,2023-03-25
0248/2023,Determine Dirigenziali,Comune di SQUILLACE,Associazione AFOOC - Servizi guida e assistenza scuolabus - Periodo mese di febbraio 2023 - Liquidazione -.,10/03/2023,20/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=10090335&sez=&data1=10/03/2023&data2=20/03/2023,allegati/fonte1/0248/2023/- Det. n. 131_23.pdf,2023-03-10,2023-03-20
0247/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione - cambio olio e filtro per l' autovettura della Polizia Locale - Autofficina Accorinti Stanislao.-,09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9100300&sez=&data1=09/03/2023&data2=24/03/2023,allegati/fonte1/0247/2023/- Det_n°140_del_09.03.2023.pdf,2023-03-09,2023-03-24
0246/2023,Delibere di giunta,Comune di SQUILLACE,Evento: Primo Triathlon Sprint - Città di Cassiodoro. Determinazioni.-,09/03/2023,24/03/2023,,,2023-03-09,2023-03-24
Pubblicazione Annullata N.Reg0246/2023Data Annullamento :15/03/2023Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0245/2023,Determine Dirigenziali,Comune di SQUILLACE,Ditta Italtraff s.r.l.- Manduria noleggio annuale di n. 2 Photored 17-D per rilevazioni infrazioni semaforiche - Liquidazione fattura in acconto periodo 20.04.2022 al 20.12.2022.-,09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090321&sez=&data1=09/03/2023&data2=24/03/2023,allegati/fonte1/0245/2023/- Det_n°139_del_08.03.2023.pdf,2023-03-09,2023-03-24
0244/2023,Delibere di giunta,Comune di SQUILLACE,"Variazione in esercizio provvisorio al bilancio di previsione finanziario 2022-2024 (art.15, comma 4-bis, del D.L. 77-2021.-",09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090319&sez=&data1=09/03/2023&data2=24/03/2023,"allegati/fonte1/0244/2023/- Del_G.C._n°20_del_08.03.2023.pdf,allegati/fonte1/0244/2023/- Prospetto.pdf",2023-03-09,2023-03-24
0243/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione - Fornitura carburante automezzi comunali.-,09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090312&sez=&data1=09/03/2023&data2=24/03/2023,allegati/fonte1/0243/2023/- Det_n°137_del_08.03.2023.pdf,2023-03-09,2023-03-24
0242/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Interventi di manutenzione straordinaria di riparazione tratti di rete idrica - Ditta CAMPORATO snc.-,09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090343&sez=&data1=09/03/2023&data2=24/03/2023,allegati/fonte1/0242/2023/- Det_n°138_del_08.03.2023.pdf,2023-03-09,2023-03-24
0241/2023,avvisi vari,Comune di SQUILLACE,"Avviso di deposito Atti nella casa Comunale a nome di:
Agenzia Entate Riscossione -.",09/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090314&sez=&data1=09/03/2023&data2=29/03/2023,allegati/fonte1/0241/2023/- Prot. n. 1391.pdf,2023-03-09,2023-03-29
0240/2023,avvisi vari,Comune di SQUILLACE,"Avviso di deposito Atti nella casa Comunale a nome di:
Agenzia Entrate Riscossione",09/03/2023,29/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090338&sez=&data1=09/03/2023&data2=29/03/2023,allegati/fonte1/0240/2023/- Prot. n. 1390.pdf,2023-03-09,2023-03-29
0239/2023,Delibere di giunta,Comune di SQUILLACE,Evento: Corri Squillace - II Edizione - Determinazioni.-,09/03/2023,24/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090350&sez=&data1=09/03/2023&data2=24/03/2023,allegati/fonte1/0239/2023/- Del_G.C._n°_19_del_01.03.2023.pdf,2023-03-09,2023-03-24
0238/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione - Abbonamento ai servizi informatici telematici di base a adesione accesso banca dati ACI - PRA, rinnovo anno dal 01.01,2023 al 31.01.2023.-",08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8120309&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0238/2023/- Det_n°128_del_06.03.2023.pdf,2023-03-08,2023-03-23
0237/2023,Determine Dirigenziali,Comune di SQUILLACE,Lavori di Ripristino funzionale e riqualificazione delle fontane antiche presenti nel territorio di Squillace (CZ). Liquidazione 1° ed ultimo SAL (Stato Finale).-,08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8110353&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0237/2023/- Det_n°_136_del_08.03.2023.pdf,2023-03-08,2023-03-23
0236/2023,Determine Dirigenziali,Comune di SQUILLACE,"Lavori di Riqualificazione, manutenzione e ripristino funzionale dei percorsi del Giardino Botanico, sito in via Alessi a Squillace (CZ) - Cammini della salute tra colori e odori della biodiversità - Liquidazione 1° ed ultimo SAL (Stato Finale).-",08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100312&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0236/2023/- Det_n°135_del_08.03.2023.pdf,2023-03-08,2023-03-23
0235/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione fattura - Fornitura di numero 2 pneumatici, cambio olio e filtro motore per l' autovettura Fiat Panda targata FY476MA - Ditta Autofficina Loiacono Natale.-",08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100339&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0235/2023/- Det_n°129_del_06.03.2023.pdf,2023-03-08,2023-03-23
0234/2023,Determine Dirigenziali,Comune di SQUILLACE,"Lavori di Adeguamento funzionale degli impianti di depurazione a fanghi attivi siti in loc. Poveromo, loc. Madonna del Ponte e loc. Donnatolla. Realizzazione nuovo impianto compatto a fanghi attivi in loc. Fiasco Baldaia (600 a.e.) e dismissione dell'esistente. Presa d'atto rinuncia del Direttore dei Lavori e conferimento nuovo incarico D.L..-",08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100329&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0234/2023/- Det_n°_134_del_08.03.2023.pdf,2023-03-08,2023-03-23
0233/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione - Lavori di manutenzione ordinaria e straordinaria per l' autovettura della Polizia Locale - Autocarrozzeria Romeo Srl.-,08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100332&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0233/2023/- Det_n°122_del_06.03.2023.pdf,2023-03-08,2023-03-23
0232/2023,Determine Dirigenziali,Comune di SQUILLACE,Pagamento competenze legali - studio legale avv. Roberta Scozzafava.-,08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8090329&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0232/2023/- Det_n°121_del_06.03.2023.pdf,2023-03-08,2023-03-23
0231/2023,Determine Dirigenziali,Comune di SQUILLACE,Fondo Bando Amianto - Edifici pubblici Decreto del Ministero dell'Ambiente e della Tutela del Territorio e del Mare n. 486/STA del 13/12/2019. Interventi di manutenzione straordinaria scuola di Fiasco Baldaia necessari alla rimozione della copertura in cemento-amianto. Liquidazione competenze tecniche.-,08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8090315&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0231/2023/- Det_n°_133_del_08.03.2023.pdf,2023-03-08,2023-03-23
0230/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Autofficina Accorinti Stanislao - cambio olio e filtro per l' autovettura della Polizia Locale.-,08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8090310&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0230/2023/- Det_n°117_del_03.03.2023.pdf,2023-03-08,2023-03-23
0229/2023,Determine Dirigenziali,Comune di SQUILLACE,"PNRR: Missione M2 componente C4 Investimento I2.2 - Next Generation EU. Contributi ex Legge n° 145/2018, art. 1, commi 139-14. ""Opere di risanamento delle situazioni di dissesto idrogeologico nel centro abitato"" di Squillace (CZ). Liquidazione acconto 1 ° S.A.L.-",08/03/2023,23/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8080309&sez=&data1=08/03/2023&data2=23/03/2023,allegati/fonte1/0229/2023/- Det_n°_132_del_08.03.2023.pdf,2023-03-08,2023-03-23
0228/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione di Spesa - Interventi di manutenzione straordinaria per la sostituzione di n.1 Orologio Digitale presso la Scuola Primaria di Via Telemaco e di n.1  Trasformatore Modulare presso la Scuola Secondaria di Primo Grado di Via Damiano Assanti - Ditta De Santis Acqua, Clima, Energia srl.-",07/03/2023,22/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7130321&sez=&data1=07/03/2023&data2=22/03/2023,allegati/fonte1/0228/2023/- Det_n°_127_del_06.03.2023.pdf,2023-03-07,2023-03-22
0227/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Lavori di manutenzione straordinaria a servizio del plesso scolastico Istituto Comprensivo di Via D. Assanti Squillace (CZ) - Ditta Costruzioni Tolone Srls.-,07/03/2023,22/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7120300&sez=&data1=07/03/2023&data2=22/03/2023,allegati/fonte1/0227/2023/- Det_n°_124_del_06.03.2023.pdf,2023-03-07,2023-03-22
0226/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di Spesa - Incapsulamento della dismessa canna fumaria scuola secondaria di I grado di via Damiano Assanti. - Ditta Costruzioni Tolone srls.-,07/03/2023,22/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7120344&sez=&data1=07/03/2023&data2=22/03/2023,allegati/fonte1/0226/2023/- Det_n°_123_del_06.03.2023.pdf,2023-03-07,2023-03-22
0225/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di Spesa - “Servizi di igiene urbana e raccolta differenziata dei rifiuti solidi urbani e assimilati con il sistema porta a porta”. Canone mese di Febbraio 2023. Ditta SI.ECO. s.p.a.-,07/03/2023,22/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7110328&sez=&data1=07/03/2023&data2=22/03/2023,allegati/fonte1/0225/2023/- Det_n°_126_del_06.03.2023.pdf,2023-03-07,2023-03-22
0224/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione di Spesa - “Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione (Donnatolla, Madonna del Ponte, Poveromo e Fiasco Baldaia) e delle stazioni di sollevamento della rete fognaria (n° 7 di cui n° 2 capoluogo, n° 4 frazione marina, n° 1 Fiasco Baldaia)”. Canone mese di Febbraio 2023. Ditta THEMA Impianti s.r.l.-",07/03/2023,22/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7110311&sez=&data1=07/03/2023&data2=22/03/2023,allegati/fonte1/0224/2023/- Det_n°_125_del_06.03.2023.pdf,2023-03-07,2023-03-22
0223/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito per Irreperibilità Sig. Pilò Francesco - .,07/03/2023,27/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=7100349&sez=&data1=07/03/2023&data2=27/03/2023,allegati/fonte1/0223/2023/- Prot. n. 1362.pdf,2023-03-07,2023-03-27
